firm,type,share_percent
BANK OF NEW YORK MELLON CORPORATION,Bank,0.46
BANK OF NEW YORK MELLON CORPORATION,Bank,0.46
BANK OF NEW YORK MELLON CORPORATION,Bank,0.44
BANK OF NEW YORK MELLON CORPORATION,Corporate,0.43
BANK OF NEW YORK MELLON CORPORATION,Bank,0.39
BANK OF NEW YORK MELLON CORPORATION,Bank,0.36
BANK OF NEW YORK MELLON CORPORATION,"Public authority, state, government",0.36
BANK OF NEW YORK MELLON CORPORATION,Bank,0.35
BANK OF NEW YORK MELLON CORPORATION,"Public authority, state, government",0.35
BANK OF NEW YORK MELLON CORPORATION,Financial company,0.35
BANK OF NEW YORK MELLON CORPORATION,Bank,0.32
BANK OF NEW YORK MELLON CORPORATION,Corporate,0.31
BANK OF NEW YORK MELLON CORPORATION,Financial company,0.30
BANK OF NEW YORK MELLON CORPORATION,Corporate,0.30
BANK OF NEW YORK MELLON CORPORATION,Financial company,0.29
BANK OF NEW YORK MELLON CORPORATION,Financial company,0.28
BANK OF NEW YORK MELLON CORPORATION,Financial company,0.28
BANK OF NEW YORK MELLON CORPORATION,Bank,0.26
BANK OF NEW YORK MELLON CORPORATION,Corporate,0.26
BANK OF NEW YORK MELLON CORPORATION,Financial company,0.25
BANK OF NEW YORK MELLON CORPORATION,Bank,0.23
BANK OF NEW YORK MELLON CORPORATION,Bank,0.23
BANK OF NEW YORK MELLON CORPORATION,Corporate,0.22
BANK OF NEW YORK MELLON CORPORATION,Bank,0.21
BANK OF NEW YORK MELLON CORPORATION,Bank,0.21
BANK OF NEW YORK MELLON CORPORATION,Bank,0.21
BANK OF NEW YORK MELLON CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.21
BANK OF NEW YORK MELLON CORPORATION,Private equity firm,0.20
BANK OF NEW YORK MELLON CORPORATION,Corporate,0.19
BANK OF NEW YORK MELLON CORPORATION,Insurance company,0.19
BANK OF NEW YORK MELLON CORPORATION,Financial company,0.18
BANK OF NEW YORK MELLON CORPORATION,Insurance company,0.17
BANK OF NEW YORK MELLON CORPORATION,"Public authority, state, government",0.17
BANK OF NEW YORK MELLON CORPORATION,"Public authority, state, government",0.17
BANK OF NEW YORK MELLON CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.17
BANK OF NEW YORK MELLON CORPORATION,Bank,0.16
BANK OF NEW YORK MELLON CORPORATION,Corporate,0.16
BANK OF NEW YORK MELLON CORPORATION,Financial company,0.16
BANK OF NEW YORK MELLON CORPORATION,Insurance company,0.16
BANK OF NEW YORK MELLON CORPORATION,Bank,0.14
BANK OF NEW YORK MELLON CORPORATION,Insurance company,0.14
BANK OF NEW YORK MELLON CORPORATION,Bank,0.14
BANK OF NEW YORK MELLON CORPORATION,Bank,0.14
BANK OF NEW YORK MELLON CORPORATION,Insurance company,0.14
BANK OF NEW YORK MELLON CORPORATION,Bank,0.13
BANK OF NEW YORK MELLON CORPORATION,Insurance company,0.13
BANK OF NEW YORK MELLON CORPORATION,Financial company,0.13
BANK OF NEW YORK MELLON CORPORATION,Financial company,0.13
BANK OF NEW YORK MELLON CORPORATION,Corporate,0.13
BANK OF NEW YORK MELLON CORPORATION,"Public authority, state, government",0.13
BANK OF NEW YORK MELLON CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.13
BANK OF NEW YORK MELLON CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.13
BANK OF NEW YORK MELLON CORPORATION,Financial company,0.13
BANK OF NEW YORK MELLON CORPORATION,Bank,0.12
BANK OF NEW YORK MELLON CORPORATION,Bank,0.12
BANK OF NEW YORK MELLON CORPORATION,Bank,0.12
BANK OF NEW YORK MELLON CORPORATION,Private equity firm,0.12
BANK OF NEW YORK MELLON CORPORATION,"Public authority, state, government",0.12
BANK OF NEW YORK MELLON CORPORATION,Financial company,0.12
BANK OF NEW YORK MELLON CORPORATION,Bank,0.11
BANK OF NEW YORK MELLON CORPORATION,"Public authority, state, government",0.11
BANK OF NEW YORK MELLON CORPORATION,Financial company,0.11
BANK OF NEW YORK MELLON CORPORATION,Bank,0.10
BANK OF NEW YORK MELLON CORPORATION,"Public authority, state, government",0.10
BANK OF NEW YORK MELLON CORPORATION,"Public authority, state, government",0.10
BANK OF NEW YORK MELLON CORPORATION,"Public authority, state, government",0.10
BANK OF NEW YORK MELLON CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.10
DISH NETWORK CORPORATION,One or more named individuals or families,90.40
DISH NETWORK CORPORATION,Corporate,n.a.
DISH NETWORK CORPORATION,Financial company,5.19
DISH NETWORK CORPORATION,Bank,3.03
DISH NETWORK CORPORATION,Bank,2.30
DISH NETWORK CORPORATION,Bank,1.46
DISH NETWORK CORPORATION,Financial company,1.41
DISH NETWORK CORPORATION,Financial company,1.29
DISH NETWORK CORPORATION,Corporate,n.a.
DISH NETWORK CORPORATION,Financial company,1.07
DISH NETWORK CORPORATION,Corporate,1.04
DISH NETWORK CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.89
DISH NETWORK CORPORATION,Bank,0.69
DISH NETWORK CORPORATION,Financial company,0.69
DISH NETWORK CORPORATION,Bank,0.67
DISH NETWORK CORPORATION,Bank,0.67
DISH NETWORK CORPORATION,Bank,0.65
DISH NETWORK CORPORATION,Insurance company,0.62
DISH NETWORK CORPORATION,Financial company,0.61
DISH NETWORK CORPORATION,Bank,0.57
DISH NETWORK CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.53
DISH NETWORK CORPORATION,Bank,0.52
DISH NETWORK CORPORATION,Corporate,0.52
DISH NETWORK CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.51
DISH NETWORK CORPORATION,Corporate,0.48
DISH NETWORK CORPORATION,Bank,0.47
DISH NETWORK CORPORATION,Bank,0.44
DISH NETWORK CORPORATION,Financial company,0.43
DISH NETWORK CORPORATION,Corporate,0.40
DISH NETWORK CORPORATION,Corporate,0.38
DISH NETWORK CORPORATION,Corporate,0.38
DISH NETWORK CORPORATION,Corporate,0.37
DISH NETWORK CORPORATION,Financial company,0.36
DISH NETWORK CORPORATION,Bank,0.35
DISH NETWORK CORPORATION,Bank,0.32
DISH NETWORK CORPORATION,Bank,0.31
DISH NETWORK CORPORATION,Financial company,0.31
DISH NETWORK CORPORATION,Financial company,0.31
DISH NETWORK CORPORATION,Insurance company,0.29
DISH NETWORK CORPORATION,Bank,0.27
DISH NETWORK CORPORATION,Bank,0.27
DISH NETWORK CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.24
DISH NETWORK CORPORATION,Bank,0.23
DISH NETWORK CORPORATION,Bank,0.22
DISH NETWORK CORPORATION,Corporate,0.22
DISH NETWORK CORPORATION,Corporate,0.22
DISH NETWORK CORPORATION,Corporate,0.21
DISH NETWORK CORPORATION,"Public authority, state, government",0.19
DISH NETWORK CORPORATION,Corporate,0.19
DISH NETWORK CORPORATION,Bank,0.18
DISH NETWORK CORPORATION,Bank,0.18
DISH NETWORK CORPORATION,Corporate,0.18
DISH NETWORK CORPORATION,Financial company,0.17
DISH NETWORK CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.16
DISH NETWORK CORPORATION,Bank,0.16
DISH NETWORK CORPORATION,Bank,0.16
DISH NETWORK CORPORATION,Corporate,0.16
DISH NETWORK CORPORATION,Corporate,0.16
DISH NETWORK CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.16
DISH NETWORK CORPORATION,Financial company,0.15
DISH NETWORK CORPORATION,Financial company,0.15
DISH NETWORK CORPORATION,Corporate,0.15
DISH NETWORK CORPORATION,Corporate,0.15
DISH NETWORK CORPORATION,"Public authority, state, government",0.14
DISH NETWORK CORPORATION,Bank,0.14
DISH NETWORK CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.14
DISH NETWORK CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.14
DISH NETWORK CORPORATION,Corporate,0.14
DISH NETWORK CORPORATION,Financial company,0.14
DISH NETWORK CORPORATION,Financial company,0.13
DISH NETWORK CORPORATION,Private equity firm,0.13
DISH NETWORK CORPORATION,Bank,0.12
DISH NETWORK CORPORATION,Bank,0.12
DISH NETWORK CORPORATION,Financial company,0.12
DISH NETWORK CORPORATION,Financial company,0.12
DISH NETWORK CORPORATION,Financial company,0.12
DISH NETWORK CORPORATION,Bank,0.11
DISH NETWORK CORPORATION,Bank,0.11
DISH NETWORK CORPORATION,Bank,0.11
DISH NETWORK CORPORATION,Corporate,0.11
DISH NETWORK CORPORATION,"Public authority, state, government",0.10
DISH NETWORK CORPORATION,Insurance company,0.10
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,10.87
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Financial company,9.70
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,9.14
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Financial company,5.79
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,5.68
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,4.89
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,4.32
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,4.28
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,3.90
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,3.62
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,3.15
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,2.22
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,2.15
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,2.05
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,1.92
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,1.58
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Insurance company,1.51
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Private equity firm,1.45
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Mutual and pension fund, nominee, trust, trustee",1.35
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Mutual and pension fund, nominee, trust, trustee",1.30
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,1.27
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Venture capital,1.26
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,1.23
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,1.23
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,1.21
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Hedge fund,1.07
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,1.06
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Public authority, state, government",1.05
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,1.05
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,1.00
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Insurance company,0.85
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.85
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Mutual and pension fund, nominee, trust, trustee",0.81
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Financial company,0.80
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.77
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.77
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,0.73
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Mutual and pension fund, nominee, trust, trustee",0.69
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Financial company,0.69
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,0.68
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.58
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,0.57
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Financial company,0.49
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Mutual and pension fund, nominee, trust, trustee",0.48
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Insurance company,0.44
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Financial company,0.44
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,0.42
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Financial company,0.41
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,0.40
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Insurance company,0.39
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Public authority, state, government",0.38
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.38
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Insurance company,0.34
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Financial company,0.34
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Insurance company,0.34
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,0.33
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.33
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.33
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.33
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Insurance company,0.32
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Mutual and pension fund, nominee, trust, trustee",0.29
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Financial company,0.29
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Insurance company,0.27
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,0.27
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.27
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,0.25
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.25
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Private equity firm,0.25
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Public authority, state, government",0.25
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Insurance company,0.24
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,0.24
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.24
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Insurance company,0.24
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,0.23
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Financial company,0.22
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.22
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Mutual and pension fund, nominee, trust, trustee",0.22
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Mutual and pension fund, nominee, trust, trustee",0.20
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Private equity firm,0.20
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Financial company,0.19
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Financial company,0.18
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Financial company,0.18
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Financial company,0.18
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Mutual and pension fund, nominee, trust, trustee",0.18
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.18
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Mutual and pension fund, nominee, trust, trustee",0.17
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.17
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.17
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.17
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Insurance company,0.17
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.16
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Insurance company,0.16
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,0.15
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Financial company,0.15
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.15
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Mutual and pension fund, nominee, trust, trustee",0.14
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Insurance company,0.14
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,0.13
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Public authority, state, government",0.13
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Public authority, state, government",0.13
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",One or more named individuals or families,0.13
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Financial company,0.12
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.12
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Mutual and pension fund, nominee, trust, trustee",0.12
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Financial company,0.12
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Corporate,0.12
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,0.11
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,0.11
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,0.11
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Bank,0.11
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Mutual and pension fund, nominee, trust, trustee",0.11
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Public authority, state, government",0.11
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Private equity firm,0.11
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Financial company,0.11
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Insurance company,0.11
"BJ'S WHOLESALE CLUB HOLDINGS, INC.",Insurance company,0.10
"BJ'S WHOLESALE CLUB HOLDINGS, INC.","Mutual and pension fund, nominee, trust, trustee",0.10
"UNITED AIRLINES HOLDINGS, INC",Financial company,10.37
"UNITED AIRLINES HOLDINGS, INC",Financial company,9.93
"UNITED AIRLINES HOLDINGS, INC",Insurance company,n.a.
"UNITED AIRLINES HOLDINGS, INC","Mutual and pension fund, nominee, trust, trustee",n.a.
"UNITED AIRLINES HOLDINGS, INC",Bank,5.54
"UNITED AIRLINES HOLDINGS, INC","Mutual and pension fund, nominee, trust, trustee",5.00
"UNITED AIRLINES HOLDINGS, INC","Mutual and pension fund, nominee, trust, trustee",n.a.
"UNITED AIRLINES HOLDINGS, INC",Bank,2.73
"UNITED AIRLINES HOLDINGS, INC",Private equity firm,2.60
"UNITED AIRLINES HOLDINGS, INC",Financial company,1.82
"UNITED AIRLINES HOLDINGS, INC",Corporate,1.65
"UNITED AIRLINES HOLDINGS, INC",Private equity firm,1.65
"UNITED AIRLINES HOLDINGS, INC",Private equity firm,1.63
"UNITED AIRLINES HOLDINGS, INC",Corporate,1.52
"UNITED AIRLINES HOLDINGS, INC","Mutual and pension fund, nominee, trust, trustee",1.49
"UNITED AIRLINES HOLDINGS, INC",Corporate,1.47
"UNITED AIRLINES HOLDINGS, INC",Bank,1.39
"UNITED AIRLINES HOLDINGS, INC",Bank,1.34
"UNITED AIRLINES HOLDINGS, INC","Mutual and pension fund, nominee, trust, trustee",1.29
"UNITED AIRLINES HOLDINGS, INC",Financial company,1.13
"UNITED AIRLINES HOLDINGS, INC",Bank,0.83
"UNITED AIRLINES HOLDINGS, INC",Bank,0.83
"UNITED AIRLINES HOLDINGS, INC",Corporate,0.76
"UNITED AIRLINES HOLDINGS, INC",Corporate,0.76
"UNITED AIRLINES HOLDINGS, INC","Mutual and pension fund, nominee, trust, trustee",0.65
"UNITED AIRLINES HOLDINGS, INC",Corporate,0.64
"UNITED AIRLINES HOLDINGS, INC",Corporate,0.63
"UNITED AIRLINES HOLDINGS, INC",Bank,0.63
"UNITED AIRLINES HOLDINGS, INC",Financial company,0.63
"UNITED AIRLINES HOLDINGS, INC",Bank,0.57
"UNITED AIRLINES HOLDINGS, INC",Bank,0.51
"UNITED AIRLINES HOLDINGS, INC",Insurance company,0.48
"UNITED AIRLINES HOLDINGS, INC",Bank,0.46
"UNITED AIRLINES HOLDINGS, INC",Bank,0.41
"UNITED AIRLINES HOLDINGS, INC",Venture capital,0.41
"UNITED AIRLINES HOLDINGS, INC","Mutual and pension fund, nominee, trust, trustee",0.40
"UNITED AIRLINES HOLDINGS, INC",Corporate,0.39
"UNITED AIRLINES HOLDINGS, INC","Public authority, state, government",0.38
"UNITED AIRLINES HOLDINGS, INC","Foundation, research Institute",0.37
"UNITED AIRLINES HOLDINGS, INC","Public authority, state, government",0.36
"UNITED AIRLINES HOLDINGS, INC",Corporate,0.34
"UNITED AIRLINES HOLDINGS, INC",Bank,0.33
"UNITED AIRLINES HOLDINGS, INC",Bank,0.33
"UNITED AIRLINES HOLDINGS, INC",Bank,0.32
"UNITED AIRLINES HOLDINGS, INC",Bank,0.32
"UNITED AIRLINES HOLDINGS, INC",Corporate,0.32
"UNITED AIRLINES HOLDINGS, INC",Financial company,0.31
"UNITED AIRLINES HOLDINGS, INC",Bank,0.30
"UNITED AIRLINES HOLDINGS, INC",Financial company,0.27
"UNITED AIRLINES HOLDINGS, INC",Bank,0.27
"UNITED AIRLINES HOLDINGS, INC","Public authority, state, government",0.25
"UNITED AIRLINES HOLDINGS, INC",Bank,0.25
"UNITED AIRLINES HOLDINGS, INC",Financial company,0.24
"UNITED AIRLINES HOLDINGS, INC",Financial company,0.24
"UNITED AIRLINES HOLDINGS, INC",Bank,0.23
"UNITED AIRLINES HOLDINGS, INC",Financial company,0.22
"UNITED AIRLINES HOLDINGS, INC",Financial company,0.22
"UNITED AIRLINES HOLDINGS, INC",Bank,0.21
"UNITED AIRLINES HOLDINGS, INC",Bank,0.21
"UNITED AIRLINES HOLDINGS, INC",Insurance company,0.21
"UNITED AIRLINES HOLDINGS, INC",Bank,0.20
"UNITED AIRLINES HOLDINGS, INC","Mutual and pension fund, nominee, trust, trustee",0.20
"UNITED AIRLINES HOLDINGS, INC",Corporate,0.19
"UNITED AIRLINES HOLDINGS, INC",Bank,0.19
"UNITED AIRLINES HOLDINGS, INC",Financial company,0.19
"UNITED AIRLINES HOLDINGS, INC","Public authority, state, government",0.18
"UNITED AIRLINES HOLDINGS, INC",Bank,0.18
"UNITED AIRLINES HOLDINGS, INC",Insurance company,0.18
"UNITED AIRLINES HOLDINGS, INC","Public authority, state, government",0.18
"UNITED AIRLINES HOLDINGS, INC",Corporate,0.18
"UNITED AIRLINES HOLDINGS, INC","Mutual and pension fund, nominee, trust, trustee",0.18
"UNITED AIRLINES HOLDINGS, INC",Insurance company,0.17
"UNITED AIRLINES HOLDINGS, INC",Financial company,0.16
"UNITED AIRLINES HOLDINGS, INC",Bank,0.16
"UNITED AIRLINES HOLDINGS, INC",Corporate,0.16
"UNITED AIRLINES HOLDINGS, INC",Financial company,0.16
"UNITED AIRLINES HOLDINGS, INC","Mutual and pension fund, nominee, trust, trustee",0.16
"UNITED AIRLINES HOLDINGS, INC",Corporate,0.16
"UNITED AIRLINES HOLDINGS, INC",Bank,0.15
"UNITED AIRLINES HOLDINGS, INC",Bank,0.15
"UNITED AIRLINES HOLDINGS, INC","Public authority, state, government",0.15
"UNITED AIRLINES HOLDINGS, INC","Mutual and pension fund, nominee, trust, trustee",0.15
"UNITED AIRLINES HOLDINGS, INC",Corporate,0.15
"UNITED AIRLINES HOLDINGS, INC",Bank,0.14
"UNITED AIRLINES HOLDINGS, INC",Bank,0.14
"UNITED AIRLINES HOLDINGS, INC",Bank,0.14
"UNITED AIRLINES HOLDINGS, INC",Financial company,0.14
"UNITED AIRLINES HOLDINGS, INC","Public authority, state, government",0.14
"UNITED AIRLINES HOLDINGS, INC",Insurance company,0.14
"UNITED AIRLINES HOLDINGS, INC",Bank,0.13
"UNITED AIRLINES HOLDINGS, INC",Bank,0.13
"UNITED AIRLINES HOLDINGS, INC",Corporate,0.13
"UNITED AIRLINES HOLDINGS, INC",Corporate,0.13
"UNITED AIRLINES HOLDINGS, INC","Mutual and pension fund, nominee, trust, trustee",0.13
"UNITED AIRLINES HOLDINGS, INC",Bank,0.12
"UNITED AIRLINES HOLDINGS, INC",Bank,0.12
"UNITED AIRLINES HOLDINGS, INC",Insurance company,0.12
"UNITED AIRLINES HOLDINGS, INC",Bank,0.12
"UNITED AIRLINES HOLDINGS, INC","Public authority, state, government",0.12
"UNITED AIRLINES HOLDINGS, INC",Corporate,0.12
"UNITED AIRLINES HOLDINGS, INC",Financial company,0.12
"UNITED AIRLINES HOLDINGS, INC",Financial company,0.12
"UNITED AIRLINES HOLDINGS, INC",Insurance company,0.12
"UNITED AIRLINES HOLDINGS, INC",Bank,0.11
"UNITED AIRLINES HOLDINGS, INC","Public authority, state, government",0.11
"UNITED AIRLINES HOLDINGS, INC",Bank,0.11
"UNITED AIRLINES HOLDINGS, INC","Mutual and pension fund, nominee, trust, trustee",0.11
"UNITED AIRLINES HOLDINGS, INC",Corporate,0.11
"UNITED AIRLINES HOLDINGS, INC","Mutual and pension fund, nominee, trust, trustee",0.11
"UNITED AIRLINES HOLDINGS, INC",Bank,0.10
"UNITED AIRLINES HOLDINGS, INC",Financial company,0.10
"UNITED AIRLINES HOLDINGS, INC",Private equity firm,0.10
"UNITED AIRLINES HOLDINGS, INC",Private equity firm,0.10
"UNITED AIRLINES HOLDINGS, INC",Corporate,0.10
"UNITED AIRLINES HOLDINGS, INC",Venture capital,0.10
"UNITED AIRLINES HOLDINGS, INC",Insurance company,0.10
WASTE MANAGEMENT INC,Financial company,8.41
WASTE MANAGEMENT INC,Bank,7.36
WASTE MANAGEMENT INC,Bank,4.95
WASTE MANAGEMENT INC,"Foundation, research Institute",4.41
WASTE MANAGEMENT INC,Venture capital,3.45
WASTE MANAGEMENT INC,Corporate,2.17
WASTE MANAGEMENT INC,Bank,1.39
WASTE MANAGEMENT INC,"Mutual and pension fund, nominee, trust, trustee",1.38
WASTE MANAGEMENT INC,Financial company,1.23
WASTE MANAGEMENT INC,Bank,1.22
WASTE MANAGEMENT INC,Bank,1.16
WASTE MANAGEMENT INC,Bank,1.15
WASTE MANAGEMENT INC,Bank,1.14
WASTE MANAGEMENT INC,"Public authority, state, government",1.13
WASTE MANAGEMENT INC,Bank,1.07
WASTE MANAGEMENT INC,"Public authority, state, government",1.01
WASTE MANAGEMENT INC,Bank,0.95
WASTE MANAGEMENT INC,Corporate,0.92
WASTE MANAGEMENT INC,Bank,0.87
WASTE MANAGEMENT INC,Bank,0.78
WASTE MANAGEMENT INC,Bank,0.77
WASTE MANAGEMENT INC,Corporate,0.75
WASTE MANAGEMENT INC,Bank,0.74
WASTE MANAGEMENT INC,Bank,0.65
WASTE MANAGEMENT INC,Insurance company,0.65
WASTE MANAGEMENT INC,Bank,0.63
WASTE MANAGEMENT INC,Bank,0.61
WASTE MANAGEMENT INC,Bank,0.61
WASTE MANAGEMENT INC,Financial company,0.59
WASTE MANAGEMENT INC,Bank,0.55
WASTE MANAGEMENT INC,"Mutual and pension fund, nominee, trust, trustee",0.48
WASTE MANAGEMENT INC,Insurance company,0.46
WASTE MANAGEMENT INC,Private equity firm,0.45
WASTE MANAGEMENT INC,Bank,0.45
WASTE MANAGEMENT INC,Bank,0.44
WASTE MANAGEMENT INC,Bank,0.44
WASTE MANAGEMENT INC,Corporate,0.43
WASTE MANAGEMENT INC,Bank,0.42
WASTE MANAGEMENT INC,Bank,0.41
WASTE MANAGEMENT INC,Bank,0.40
WASTE MANAGEMENT INC,Insurance company,0.40
WASTE MANAGEMENT INC,Financial company,0.38
WASTE MANAGEMENT INC,Corporate,0.38
WASTE MANAGEMENT INC,Bank,0.37
WASTE MANAGEMENT INC,Corporate,0.36
WASTE MANAGEMENT INC,Bank,0.35
